removed,f,S,S2
0,0.0,1.0,0.0
1,0.004784688995215311,0.7627118644067796,0.23728813559322035
2,0.009569377990430622,0.7627118644067796,0.23728813559322035
3,0.014354066985645933,0.7627118644067796,0.23728813559322035
4,0.019138755980861243,0.7627118644067796,0.23728813559322035
5,0.023923444976076555,0.7627118644067796,0.23728813559322035
6,0.028708133971291867,0.7627118644067796,0.23728813559322035
7,0.03349282296650718,0.423728813559322,0.3389830508474576
8,0.03827751196172249,0.423728813559322,0.3389830508474576
9,0.0430622009569378,0.423728813559322,0.2711864406779661
10,0.04784688995215311,0.423728813559322,0.2711864406779661
11,0.05263157894736842,0.3559322033898305,0.2711864406779661
12,0.05741626794258373,0.3559322033898305,0.2711864406779661
13,0.06220095693779904,0.3559322033898305,0.2711864406779661
14,0.06698564593301436,0.3559322033898305,0.1864406779661017
15,0.07177033492822966,0.3559322033898305,0.1864406779661017
16,0.07655502392344497,0.3107344632768362,0.1864406779661017
17,0.08133971291866028,0.3107344632768362,0.1807909604519774
18,0.0861244019138756,0.3107344632768362,0.1807909604519774
19,0.09090909090909091,0.2711864406779661,0.1807909604519774
20,0.09569377990430622,0.2542372881355932,0.1807909604519774
21,0.10047846889952153,0.2542372881355932,0.1807909604519774
22,0.10526315789473684,0.2542372881355932,0.1807909604519774
23,0.11004784688995216,0.22033898305084745,0.1807909604519774
24,0.11483253588516747,0.22033898305084745,0.1807909604519774
25,0.11961722488038277,0.22033898305084745,0.11864406779661017
26,0.12440191387559808,0.22033898305084745,0.11864406779661017
27,0.1291866028708134,0.192090395480226,0.11864406779661017
28,0.1339712918660287,0.192090395480226,0.11864406779661017
29,0.13875598086124402,0.1638418079096045,0.11864406779661017
30,0.14354066985645933,0.1638418079096045,0.11864406779661017
31,0.14832535885167464,0.1638418079096045,0.11864406779661017
32,0.15311004784688995,0.13559322033898305,0.11864406779661017
33,0.15789473684210525,0.13559322033898305,0.11864406779661017
34,0.16267942583732056,0.13559322033898305,0.1016949152542373
35,0.1674641148325359,0.12429378531073447,0.1016949152542373
36,0.1722488038277512,0.11299435028248588,0.1016949152542373
37,0.17703349282296652,0.11299435028248588,0.1016949152542373
38,0.18181818181818182,0.11299435028248588,0.06779661016949153
39,0.18660287081339713,0.11299435028248588,0.06779661016949153
40,0.19138755980861244,0.11299435028248588,0.06779661016949153
41,0.19617224880382775,0.096045197740113,0.06779661016949153
42,0.20095693779904306,0.096045197740113,0.06779661016949153
43,0.20574162679425836,0.096045197740113,0.06779661016949153
44,0.21052631578947367,0.07909604519774012,0.06779661016949153
45,0.215311004784689,0.07909604519774012,0.06779661016949153
46,0.22009569377990432,0.07909604519774012,0.06779661016949153
47,0.22488038277511962,0.07909604519774012,0.06779661016949153
48,0.22966507177033493,0.07909604519774012,0.06779661016949153
49,0.23444976076555024,0.07909604519774012,0.06779661016949153
50,0.23923444976076555,0.06779661016949153,0.062146892655367235
51,0.24401913875598086,0.06779661016949153,0.062146892655367235
52,0.24880382775119617,0.06779661016949153,0.062146892655367235
53,0.2535885167464115,0.06779661016949153,0.062146892655367235
54,0.2583732057416268,0.06779661016949153,0.062146892655367235
55,0.2631578947368421,0.06779661016949153,0.062146892655367235
56,0.2679425837320574,0.06779661016949153,0.062146892655367235
57,0.2727272727272727,0.062146892655367235,0.062146892655367235
58,0.27751196172248804,0.062146892655367235,0.05649717514124294
59,0.2822966507177033,0.05649717514124294,0.05649717514124294
60,0.28708133971291866,0.05649717514124294,0.05649717514124294
61,0.291866028708134,0.05649717514124294,0.05084745762711865
62,0.2966507177033493,0.05084745762711865,0.05084745762711865
63,0.3014354066985646,0.05084745762711865,0.05084745762711865
64,0.3062200956937799,0.05084745762711865,0.04519774011299435
65,0.31100478468899523,0.04519774011299435,0.04519774011299435
66,0.3157894736842105,0.04519774011299435,0.04519774011299435
67,0.32057416267942584,0.04519774011299435,0.04519774011299435
68,0.3253588516746411,0.04519774011299435,0.04519774011299435
69,0.33014354066985646,0.04519774011299435,0.04519774011299435
70,0.3349282296650718,0.04519774011299435,0.04519774011299435
71,0.3397129186602871,0.04519774011299435,0.04519774011299435
72,0.3444976076555024,0.04519774011299435,0.03954802259887006
73,0.3492822966507177,0.04519774011299435,0.03954802259887006
74,0.35406698564593303,0.03954802259887006,0.03954802259887006
75,0.3588516746411483,0.03954802259887006,0.03954802259887006
76,0.36363636363636365,0.03954802259887006,0.03954802259887006
77,0.3684210526315789,0.03954802259887006,0.03954802259887006
78,0.37320574162679426,0.03954802259887006,0.03954802259887006
79,0.37799043062200954,0.03954802259887006,0.03389830508474576
80,0.3827751196172249,0.03954802259887006,0.03389830508474576
81,0.3875598086124402,0.03389830508474576,0.03389830508474576
82,0.3923444976076555,0.03389830508474576,0.03389830508474576
83,0.39712918660287083,0.03389830508474576,0.03389830508474576
84,0.4019138755980861,0.03389830508474576,0.03389830508474576
85,0.40669856459330145,0.03389830508474576,0.03389830508474576
86,0.41148325358851673,0.03389830508474576,0.03389830508474576
87,0.41626794258373206,0.03389830508474576,0.03389830508474576
88,0.42105263157894735,0.03389830508474576,0.03389830508474576
89,0.4258373205741627,0.03389830508474576,0.03389830508474576
90,0.430622009569378,0.03389830508474576,0.03389830508474576
91,0.4354066985645933,0.03389830508474576,0.03389830508474576
92,0.44019138755980863,0.03389830508474576,0.03389830508474576
93,0.4449760765550239,0.03389830508474576,0.03389830508474576
94,0.44976076555023925,0.03389830508474576,0.03389830508474576
95,0.45454545454545453,0.03389830508474576,0.03389830508474576
96,0.45933014354066987,0.03389830508474576,0.03389830508474576
97,0.46411483253588515,0.03389830508474576,0.03389830508474576
98,0.4688995215311005,0.03389830508474576,0.03389830508474576
99,0.47368421052631576,0.03389830508474576,0.03389830508474576
100,0.4784688995215311,0.03389830508474576,0.03389830508474576
101,0.48325358851674644,0.03389830508474576,0.03389830508474576
102,0.4880382775119617,0.03389830508474576,0.03389830508474576
103,0.49282296650717705,0.03389830508474576,0.03389830508474576
104,0.49760765550239233,0.03389830508474576,0.03389830508474576
105,0.5023923444976076,0.03389830508474576,0.03389830508474576
106,0.507177033492823,0.03389830508474576,0.03389830508474576
107,0.5119617224880383,0.03389830508474576,0.03389830508474576
108,0.5167464114832536,0.03389830508474576,0.03389830508474576
109,0.5215311004784688,0.03389830508474576,0.03389830508474576
110,0.5263157894736842,0.03389830508474576,0.03389830508474576
111,0.5311004784688995,0.03389830508474576,0.03389830508474576
112,0.5358851674641149,0.03389830508474576,0.03389830508474576
113,0.5406698564593302,0.03389830508474576,0.03389830508474576
114,0.5454545454545454,0.03389830508474576,0.03389830508474576
115,0.5502392344497608,0.03389830508474576,0.03389830508474576
116,0.5550239234449761,0.03389830508474576,0.03389830508474576
117,0.5598086124401914,0.03389830508474576,0.03389830508474576
118,0.5645933014354066,0.03389830508474576,0.03389830508474576
119,0.569377990430622,0.03389830508474576,0.02824858757062147
120,0.5741626794258373,0.03389830508474576,0.02824858757062147
121,0.5789473684210527,0.02824858757062147,0.02824858757062147
122,0.583732057416268,0.02824858757062147,0.02824858757062147
123,0.5885167464114832,0.02824858757062147,0.02824858757062147
124,0.5933014354066986,0.02824858757062147,0.02824858757062147
125,0.5980861244019139,0.02824858757062147,0.02824858757062147
126,0.6028708133971292,0.02824858757062147,0.02824858757062147
127,0.6076555023923444,0.02824858757062147,0.02824858757062147
128,0.6124401913875598,0.02824858757062147,0.02824858757062147
129,0.6172248803827751,0.02824858757062147,0.02824858757062147
130,0.6220095693779905,0.02824858757062147,0.02824858757062147
131,0.6267942583732058,0.02824858757062147,0.02824858757062147
132,0.631578947368421,0.02824858757062147,0.022598870056497175
133,0.6363636363636364,0.02824858757062147,0.022598870056497175
134,0.6411483253588517,0.02824858757062147,0.022598870056497175
135,0.645933014354067,0.02824858757062147,0.022598870056497175
