mean_k,mean_k2,lambda_c_campo_medio,lambda_c_empirico_operacional,criterio_empirico,lambda_pico_susceptibilidad_finita
2.361581920903955,12.689265536723164,0.1861086375779163,0.65,primera lambda con P(brote >20%) >= 10%,1.3
