xmin_optimo,alpha_MLE,n_nodos_en_cola,grado_maximo,decadas_de_grado,D_ks_observado,p_valor_bootstrap_gof,logL_powerlaw,logL_exponencial,AIC_powerlaw,AIC_exponencial,modelo_preferido_por_AIC,conclusion
4,2.7366771546334197,36,17,0.6283889300503115,0.16666666666666663,0.354,-81.39402790863,-78.28854814144361,164.78805581726,158.57709628288723,exponencial,NO se sostiene estadísticamente la afirmación de 'red libre de escala': el ajuste cubre menos de una década de grados (0.63) y/o el modelo de potencia no supera la prueba de bondad de ajuste o pierde frente a la alternativa exponencial.
