ranking,nodo,campus,capa,funcion_jerarquia,betweenness,B_norm,punto_articulacion,mincut_score_raw,M_norm,n_cortes_campus,campus_cortes,aristas_corte_incidentes,nodos_fuera_GCC_si_falla,percolation_damage,P_norm,tau_cascada_referencia,fallos_totales_cascada,fallos_secundarios_cascada,cascade_secondary_fraction,C_norm,aporte_betweenness,aporte_articulacion,aporte_mincut,aporte_percolacion,aporte_cascada,indice_criticidad
85,EA-1A-A115,Campus Balzay,acceso,Acceso,0.0,0.0,False,0.043478260869565216,0.043478260869565216,1,Campus Balzay,1,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.008695652173913044
86,EA-1A-A116,Campus Balzay,acceso,Acceso,0.0,0.0,False,0.043478260869565216,0.043478260869565216,1,Campus Balzay,1,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.008695652173913044
87,MICRORED-1A-A109,Campus Balzay,acceso,Acceso,0.0,0.0,False,0.043478260869565216,0.043478260869565216,1,Campus Balzay,1,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.008695652173913044
88,VLIR-0A-A107,Campus Balzay,acceso,Acceso,0.0,0.0,False,0.043478260869565216,0.043478260869565216,1,Campus Balzay,1,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.008695652173913044
89,CCJ-1A-A10,Campus Central,acceso,Acceso,0.0,0.0,False,0.022727272727272728,0.022727272727272728,1,Campus Central,1,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.004545454545454546,0.0,0.0,0.004545454545454546
90,CCJ-1A-A11,Campus Central,acceso,Acceso,0.0,0.0,False,0.022727272727272728,0.022727272727272728,1,Campus Central,1,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.004545454545454546,0.0,0.0,0.004545454545454546
91,PE1-BALZAY,Campus Balzay,wan,Router PE / tránsito WAN,0.005585497835497831,0.012501889598536495,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0031254723996341238,0.0,0.0,0.0,0.0,0.0031254723996341238
92,AETUC-0A-A97,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,AETUCCF-2A-A79,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,AGRPRI-1A-A19,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,ANF-0A-A14,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,ARQ-0A-A84,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,ARQ-0B-A87,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,ARQ-0D-A89,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,ARQ-0D-A90,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,ARQ-0G-A93-CEPAUC,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,ARQ-1C-A86,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,ARQ-1C-A96,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,ARQ-1E-A92,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,ART-0A-A15,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,BIB-2A-A16,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,BLOQUED-0A-A21,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,CC-BLOQUE-IQ,Campus Central,agregacion,Agregación / distribución,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,CCADM-2A-A43,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,CCADM-2A-A44,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,CCADM-2A-A45,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,CCBIB-1A-A71,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,CEN-1A-A20,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,CENDIA-0A-A19,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,CMED-0A-A42,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,CREDU-0B-A94,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,DAN-1A-A11,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,ECOK1-1A-A101,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,ECOK1-1A-A102,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,ECOK2-1A-A52,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,ECOK3-0A-A63,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,ENF-2B-A122,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,ENF-3A-A21,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,FILOA-0B-A56,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,FILOA-2A-A55,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,FILOB-1B-A58,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,FILOB-2A-A57,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,INV-1A-A161,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,INV-1A-A61,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,INV-1B-A162,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,JUR-0A-A59,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,JUR-0A-A60,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,JUR-1A-A61,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,JUR-1A-A62,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,LAB-1A-A18,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,LABMAC-1A-A13,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,LAC-0A-A17,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,MEDADM-0F-A16,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,MEDADM-0G-A17,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,MEDADM-1A-A11,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,MEDADM-1B-A12,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,MEDADM-1C-A13,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,MEDADM-1D-A14,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,MEDADM-1E-A15,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,MEDADM-1H-A18,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,MON-0A-A103,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,MON-0A-A104,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,MON-1B-A68,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,MON-1C-A105,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,MON-1C-A106,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,ODO-0B-A152,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,ODO-0C-A153,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,ODO-0C-A154,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,ODO-0C-A54,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,ODO-1A-A151,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,ODO-1A-A51,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,POS-0A-A131,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,POS-0A-A31,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,POS-1B-A32,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,POS-2C-A133,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,POSLAB-0D-A34,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,POST-2A-A66,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,PRO-3A-A74,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,PSIC-1A-A53,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,PSIC-2B-A54,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,QUI-0A-A78,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,QUI-1A-A83,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,QUI-2A-A81,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,QUIN-1A-A128,Campus Balzay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,TALL-0A-A12,Campus Yanuncay,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,TEAT-0A-A75,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,TECMED-0B-A42,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,TECMED-1A-A141,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,TECMED-2C-A43,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,TECMED-3D-A44,Campus Paraiso,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,TECQUI-0A-A11,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,TECQUI-0A-A12,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,VIN-0A-A72,Campus Central,acceso,Acceso,0.0,0.0,False,0.0,0.0,0,,0,0,0.0,0.0,0.035,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
