campuses,flujo_maximo_puro_mbps,iteraciones_EK,demanda_mincost_mbps,porcentaje_capacidad_usada_por_demanda,costo_minimo_total
Campus Central + Campus Balzay,62000,62,10000,16.129032258064516,41000
