removed,f,S_mean,S_std,S2_mean,S2_std
113,0.6384180790960452,0.07112994350282487,0.031174137647518734,0.034067796610169475,0.01455331980291941
114,0.6440677966101694,0.06830508474576272,0.031298001088320024,0.03372881355932202,0.014619631349680315
115,0.6497175141242938,0.06649717514124293,0.030491930981341873,0.03288135593220337,0.014192723580088527
116,0.655367231638418,0.06401129943502823,0.028842190921231137,0.03220338983050845,0.013376904540741351
117,0.6610169491525424,0.06265536723163842,0.027713880178317427,0.030790960451977382,0.012982435006639521
118,0.6666666666666666,0.06011299435028248,0.02682024956698061,0.030169491525423708,0.012676973428043959
119,0.672316384180791,0.058644067796610154,0.02569374767061881,0.029322033898305063,0.01211716107752673
120,0.6779661016949152,0.057457627118644064,0.025432350938296988,0.028418079096045178,0.011510189971984244
121,0.6836158192090396,0.05627118644067797,0.025430639425514705,0.02762711864406778,0.010977993659198512
122,0.6892655367231638,0.05429378531073446,0.02446096304042811,0.027514124293785292,0.011289586531553875
123,0.6949152542372882,0.052429378531073434,0.022897642655793117,0.026666666666666648,0.01059494174603731
124,0.7005649717514124,0.050960451977401115,0.022527136050021226,0.025988700564971733,0.009900244680569053
125,0.7062146892655368,0.04909604519774009,0.021691761431626787,0.025084745762711844,0.009341252870705532
126,0.711864406779661,0.04790960451977399,0.02164392226639069,0.024067796610169466,0.008819293507609832
127,0.7175141242937854,0.04649717514124291,0.020454928321449465,0.023389830508474554,0.008833904673206728
128,0.7231638418079096,0.044745762711864374,0.020198363659462776,0.022429378531073428,0.008553344301863223
129,0.7288135593220338,0.04310734463276834,0.019047817678640666,0.021638418079096024,0.008462393038296474
130,0.7344632768361582,0.041073446327683595,0.018273772804269627,0.021016949152542347,0.008192336373915234
131,0.7401129943502824,0.040395480225988684,0.01783662590916984,0.020621468926553647,0.007883268700457314
132,0.7457627118644068,0.03819209039548022,0.01669268960443205,0.020395480225988676,0.007822504096288613
133,0.751412429378531,0.036045197740112986,0.01525265198760149,0.02016949152542371,0.007754614223062317
134,0.7570621468926554,0.03480225988700566,0.014492601385373107,0.01966101694915252,0.007510667246196575
135,0.7627118644067796,0.03401129943502826,0.014115274184526395,0.019039548022598843,0.007344632768361583
136,0.768361581920904,0.03299435028248588,0.013878939559085028,0.01853107344632766,0.007050095292461743
137,0.7740112994350282,0.03231638418079096,0.013653159292197263,0.018079096045197716,0.006718512881475291
138,0.7796610169491526,0.031525423728813555,0.013655520572596128,0.017344632768361557,0.006022886772102961
139,0.7853107344632768,0.0303954802259887,0.013359539447474398,0.016949152542372857,0.005505199517484516
140,0.7909604519774012,0.028474576271186436,0.012971130212973685,0.016045197740112965,0.005248555043686964
141,0.7966101694915254,0.027457627118644065,0.012178868289068298,0.015536723163841781,0.004974487322639148
142,0.8022598870056498,0.026440677966101687,0.012015221551963896,0.015310734463276809,0.0044922261551324175
143,0.807909604519774,0.025028248587570613,0.011532577369999993,0.014576271186440655,0.004337772567934691
144,0.8135593220338984,0.024067796610169476,0.011231318971345279,0.014293785310734436,0.004051451878106298
145,0.8192090395480226,0.02338983050847456,0.010684035007717974,0.01395480225988698,0.0038052278257815005
146,0.8248587570621468,0.02220338983050846,0.009875952765633939,0.013615819209039523,0.003859074097396566
147,0.8305084745762712,0.02158192090395479,0.009204257560792658,0.013333333333333308,0.0038107313010649507
148,0.8361581920903954,0.020621468926553657,0.008883221404949716,0.012542372881355915,0.0038158043869158656
149,0.8418079096045198,0.01971751412429377,0.008592457543173898,0.01214689265536722,0.0037125917552133965
150,0.847457627118644,0.018926553672316365,0.00832100384309553,0.011694915254237279,0.0034309552439209766
151,0.8531073446327684,0.01813559322033896,0.007630552510415256,0.01135593220338982,0.0035455674682321322
152,0.8587570621468926,0.017683615819209016,0.0075181758772614755,0.010903954802259879,0.003523675409373753
153,0.864406779661017,0.016836158192090372,0.00740256956880508,0.010677966101694908,0.003300678560419253
154,0.8700564971751412,0.016271186440677946,0.006967290831025048,0.010564971751412425,0.0032771510001906477
155,0.8757062146892656,0.015254237288135575,0.00654839633586895,0.010338983050847452,0.003412108876460651
156,0.8813559322033898,0.014463276836158175,0.005918395923112471,0.00994350282485875,0.003322584343970742
157,0.8870056497175142,0.013841807909604502,0.0055271181158561625,0.009548022598870049,0.003281083976103634
158,0.8926553672316384,0.013333333333333317,0.005236254686858211,0.008644067796610162,0.0032574148917636054
159,0.8983050847457628,0.012824858757062135,0.005069504826928907,0.00841807909604519,0.003160966727512378
160,0.903954802259887,0.01186440677966101,0.0049174479083530466,0.008248587570621461,0.003153307480182927
161,0.9096045197740112,0.011581920903954797,0.00503888466110647,0.00785310734463276,0.003099162782032994
162,0.9152542372881356,0.011186440677966092,0.004883234582615382,0.007457627118644057,0.002881920960452086
163,0.9209039548022598,0.010508474576271179,0.004683723930222084,0.0071186440677966,0.0026168955732628636
164,0.9265536723163842,0.010056497175141238,0.00465333672458882,0.006666666666666658,0.0023245888132160477
165,0.9322033898305084,0.009774011299435021,0.004602829309935424,0.006271186440677961,0.0017766442809899437
166,0.9378531073446328,0.008926553672316378,0.0036073203777317823,0.006101694915254232,0.001540451549967744
167,0.943502824858757,0.008474576271186434,0.0036358090363970723,0.005932203389830505,0.0012375305850711314
168,0.9491525423728814,0.007966101694915247,0.0033201575053269095,0.005875706214689262,0.001112691443880974
169,0.9548022598870056,0.007683615819209032,0.0032638422173716765,0.0057627118644067755,0.0007949451646118064
170,0.96045197740113,0.007231638418079088,0.0029042099309899007,0.005706214689265533,0.0005649717514124287
171,0.9661016949152542,0.0070621468926553585,0.0027083191267858898,0.005706214689265533,0.0005649717514124287
172,0.9717514124293786,0.006892655367231629,0.0026119626837245048,0.00564971751412429,3.486925384749193e-18
173,0.9774011299435028,0.006384180790960444,0.002071563088512241,0.00564971751412429,3.486925384749193e-18
174,0.9830508474576272,0.006045197740112989,0.0016564331613678127,0.0055932203389830485,0.0005649717514124289
175,0.9887005649717514,0.0057627118644067755,0.0007949451646118083,0.005536723163841806,0.0007949451646118076
176,0.9943502824858758,0.00564971751412429,3.486925384749193e-18,0.0,0.0
177,1.0,0.0,0.0,0.0,0.0
