removed,f,S,S2
0,0.0,1.0,0.0
1,0.005649717514124294,0.9943502824858758,0.0
2,0.011299435028248588,0.6101694915254238,0.06779661016949153
3,0.01694915254237288,0.5423728813559322,0.06779661016949153
4,0.022598870056497175,0.480225988700565,0.06779661016949153
5,0.02824858757062147,0.480225988700565,0.04519774011299435
6,0.03389830508474576,0.4293785310734463,0.04519774011299435
7,0.03954802259887006,0.4293785310734463,0.03954802259887006
8,0.04519774011299435,0.423728813559322,0.03954802259887006
9,0.05084745762711865,0.3728813559322034,0.03954802259887006
10,0.05649717514124294,0.3389830508474576,0.03954802259887006
11,0.062146892655367235,0.3389830508474576,0.03954802259887006
12,0.06779661016949153,0.15254237288135594,0.05084745762711865
13,0.07344632768361582,0.05084745762711865,0.05084745762711865
14,0.07909604519774012,0.05084745762711865,0.05084745762711865
15,0.0847457627118644,0.05084745762711865,0.05084745762711865
16,0.0903954802259887,0.05084745762711865,0.05084745762711865
17,0.096045197740113,0.05084745762711865,0.05084745762711865
18,0.1016949152542373,0.05084745762711865,0.03954802259887006
19,0.10734463276836158,0.05084745762711865,0.03389830508474576
20,0.11299435028248588,0.03389830508474576,0.03389830508474576
21,0.11864406779661017,0.03389830508474576,0.03389830508474576
22,0.12429378531073447,0.03389830508474576,0.03389830508474576
23,0.12994350282485875,0.03389830508474576,0.03389830508474576
24,0.13559322033898305,0.03389830508474576,0.02824858757062147
25,0.14124293785310735,0.02824858757062147,0.02824858757062147
26,0.14689265536723164,0.02824858757062147,0.02824858757062147
27,0.15254237288135594,0.02824858757062147,0.022598870056497175
28,0.15819209039548024,0.02824858757062147,0.022598870056497175
29,0.1638418079096045,0.02824858757062147,0.022598870056497175
30,0.1694915254237288,0.02824858757062147,0.022598870056497175
31,0.1751412429378531,0.02824858757062147,0.022598870056497175
32,0.1807909604519774,0.02824858757062147,0.022598870056497175
33,0.1864406779661017,0.02824858757062147,0.022598870056497175
34,0.192090395480226,0.02824858757062147,0.022598870056497175
35,0.1977401129943503,0.02824858757062147,0.022598870056497175
36,0.2033898305084746,0.022598870056497175,0.01694915254237288
37,0.20903954802259886,0.022598870056497175,0.01694915254237288
38,0.21468926553672316,0.01694915254237288,0.01694915254237288
39,0.22033898305084745,0.01694915254237288,0.01694915254237288
40,0.22598870056497175,0.01694915254237288,0.01694915254237288
41,0.23163841807909605,0.01694915254237288,0.01694915254237288
42,0.23728813559322035,0.01694915254237288,0.01694915254237288
43,0.24293785310734464,0.01694915254237288,0.01694915254237288
44,0.24858757062146894,0.01694915254237288,0.01694915254237288
45,0.2542372881355932,0.01694915254237288,0.01694915254237288
46,0.2598870056497175,0.01694915254237288,0.01694915254237288
47,0.2655367231638418,0.01694915254237288,0.011299435028248588
48,0.2711864406779661,0.01694915254237288,0.011299435028248588
49,0.2768361581920904,0.01694915254237288,0.011299435028248588
50,0.2824858757062147,0.01694915254237288,0.011299435028248588
51,0.288135593220339,0.01694915254237288,0.011299435028248588
52,0.2937853107344633,0.01694915254237288,0.011299435028248588
53,0.2994350282485876,0.01694915254237288,0.011299435028248588
54,0.3050847457627119,0.011299435028248588,0.011299435028248588
55,0.3107344632768362,0.011299435028248588,0.011299435028248588
56,0.3163841807909605,0.011299435028248588,0.011299435028248588
57,0.3220338983050847,0.011299435028248588,0.011299435028248588
58,0.327683615819209,0.011299435028248588,0.011299435028248588
59,0.3333333333333333,0.011299435028248588,0.011299435028248588
60,0.3389830508474576,0.011299435028248588,0.005649717514124294
61,0.3446327683615819,0.011299435028248588,0.005649717514124294
62,0.3502824858757062,0.011299435028248588,0.005649717514124294
63,0.3559322033898305,0.011299435028248588,0.005649717514124294
64,0.3615819209039548,0.005649717514124294,0.005649717514124294
65,0.3672316384180791,0.005649717514124294,0.005649717514124294
66,0.3728813559322034,0.005649717514124294,0.005649717514124294
67,0.3785310734463277,0.005649717514124294,0.005649717514124294
68,0.384180790960452,0.005649717514124294,0.005649717514124294
