removed,f,S,S2
0,0.0,1.0,0.0
1,0.004784688995215311,0.7627118644067796,0.23728813559322035
2,0.009569377990430622,0.7627118644067796,0.23728813559322035
3,0.014354066985645933,0.7627118644067796,0.23728813559322035
4,0.019138755980861243,0.7627118644067796,0.23728813559322035
5,0.023923444976076555,0.7627118644067796,0.23728813559322035
6,0.028708133971291867,0.7627118644067796,0.23728813559322035
7,0.03349282296650718,0.7627118644067796,0.23728813559322035
8,0.03827751196172249,0.6949152542372882,0.23728813559322035
9,0.0430622009569378,0.6836158192090396,0.23728813559322035
10,0.04784688995215311,0.6836158192090396,0.23728813559322035
11,0.05263157894736842,0.6836158192090396,0.1864406779661017
12,0.05741626794258373,0.6836158192090396,0.13559322033898305
13,0.06220095693779904,0.6836158192090396,0.13559322033898305
14,0.06698564593301436,0.6836158192090396,0.13559322033898305
15,0.07177033492822966,0.6836158192090396,0.13559322033898305
16,0.07655502392344497,0.6836158192090396,0.13559322033898305
17,0.08133971291866028,0.6836158192090396,0.096045197740113
18,0.0861244019138756,0.6836158192090396,0.096045197740113
19,0.09090909090909091,0.6836158192090396,0.096045197740113
20,0.09569377990430622,0.5932203389830508,0.096045197740113
21,0.10047846889952153,0.5932203389830508,0.0903954802259887
22,0.10526315789473684,0.5932203389830508,0.0903954802259887
23,0.11004784688995216,0.5932203389830508,0.0847457627118644
24,0.11483253588516747,0.5932203389830508,0.0847457627118644
25,0.11961722488038277,0.5932203389830508,0.06779661016949153
26,0.12440191387559808,0.5932203389830508,0.06779661016949153
27,0.1291866028708134,0.5932203389830508,0.06779661016949153
28,0.1339712918660287,0.5932203389830508,0.06779661016949153
29,0.13875598086124402,0.5932203389830508,0.06779661016949153
30,0.14354066985645933,0.5932203389830508,0.06779661016949153
31,0.14832535885167464,0.5932203389830508,0.06779661016949153
32,0.15311004784688995,0.5254237288135594,0.06779661016949153
33,0.15789473684210525,0.5254237288135594,0.06779661016949153
34,0.16267942583732056,0.5254237288135594,0.06779661016949153
35,0.1674641148325359,0.5254237288135594,0.06779661016949153
36,0.1722488038277512,0.5254237288135594,0.06779661016949153
37,0.17703349282296652,0.4632768361581921,0.06779661016949153
38,0.18181818181818182,0.4463276836158192,0.06779661016949153
39,0.18660287081339713,0.4293785310734463,0.06779661016949153
40,0.19138755980861244,0.4124293785310734,0.06779661016949153
41,0.19617224880382775,0.4124293785310734,0.06779661016949153
42,0.20095693779904306,0.4124293785310734,0.06779661016949153
43,0.20574162679425836,0.4124293785310734,0.06779661016949153
44,0.21052631578947367,0.4124293785310734,0.06779661016949153
45,0.215311004784689,0.3672316384180791,0.06779661016949153
46,0.22009569377990432,0.3446327683615819,0.06779661016949153
47,0.22488038277511962,0.3220338983050847,0.06779661016949153
48,0.22966507177033493,0.3220338983050847,0.06779661016949153
49,0.23444976076555024,0.3220338983050847,0.06779661016949153
50,0.23923444976076555,0.3220338983050847,0.06779661016949153
51,0.24401913875598086,0.3107344632768362,0.06779661016949153
52,0.24880382775119617,0.3107344632768362,0.06779661016949153
53,0.2535885167464115,0.3107344632768362,0.06779661016949153
54,0.2583732057416268,0.3107344632768362,0.06779661016949153
55,0.2631578947368421,0.3107344632768362,0.06779661016949153
56,0.2679425837320574,0.3107344632768362,0.06779661016949153
57,0.2727272727272727,0.2994350282485876,0.06779661016949153
58,0.27751196172248804,0.288135593220339,0.06779661016949153
59,0.2822966507177033,0.288135593220339,0.06779661016949153
60,0.28708133971291866,0.288135593220339,0.06779661016949153
61,0.291866028708134,0.288135593220339,0.06779661016949153
62,0.2966507177033493,0.288135593220339,0.06779661016949153
63,0.3014354066985646,0.288135593220339,0.06779661016949153
64,0.3062200956937799,0.288135593220339,0.06779661016949153
65,0.31100478468899523,0.2542372881355932,0.06779661016949153
66,0.3157894736842105,0.23728813559322035,0.06779661016949153
67,0.32057416267942584,0.2033898305084746,0.06779661016949153
68,0.3253588516746411,0.2033898305084746,0.06779661016949153
69,0.33014354066985646,0.2033898305084746,0.06779661016949153
70,0.3349282296650718,0.2033898305084746,0.06779661016949153
71,0.3397129186602871,0.1751412429378531,0.06779661016949153
72,0.3444976076555024,0.15819209039548024,0.06779661016949153
73,0.3492822966507177,0.12994350282485875,0.06779661016949153
74,0.35406698564593303,0.0903954802259887,0.06779661016949153
75,0.3588516746411483,0.0903954802259887,0.06779661016949153
76,0.36363636363636365,0.07909604519774012,0.06779661016949153
77,0.3684210526315789,0.06779661016949153,0.06779661016949153
78,0.37320574162679426,0.06779661016949153,0.06779661016949153
79,0.37799043062200954,0.06779661016949153,0.06779661016949153
80,0.3827751196172249,0.06779661016949153,0.06779661016949153
81,0.3875598086124402,0.06779661016949153,0.062146892655367235
82,0.3923444976076555,0.06779661016949153,0.062146892655367235
83,0.39712918660287083,0.06779661016949153,0.062146892655367235
84,0.4019138755980861,0.06779661016949153,0.062146892655367235
85,0.40669856459330145,0.06779661016949153,0.062146892655367235
86,0.41148325358851673,0.06779661016949153,0.062146892655367235
87,0.41626794258373206,0.06779661016949153,0.062146892655367235
88,0.42105263157894735,0.06779661016949153,0.062146892655367235
89,0.4258373205741627,0.06779661016949153,0.062146892655367235
90,0.430622009569378,0.06779661016949153,0.062146892655367235
91,0.4354066985645933,0.06779661016949153,0.062146892655367235
92,0.44019138755980863,0.06779661016949153,0.062146892655367235
93,0.4449760765550239,0.06779661016949153,0.062146892655367235
94,0.44976076555023925,0.06779661016949153,0.062146892655367235
95,0.45454545454545453,0.06779661016949153,0.062146892655367235
96,0.45933014354066987,0.06779661016949153,0.062146892655367235
97,0.46411483253588515,0.06779661016949153,0.062146892655367235
98,0.4688995215311005,0.06779661016949153,0.062146892655367235
99,0.47368421052631576,0.06779661016949153,0.062146892655367235
100,0.4784688995215311,0.06779661016949153,0.062146892655367235
101,0.48325358851674644,0.06779661016949153,0.062146892655367235
102,0.4880382775119617,0.06779661016949153,0.062146892655367235
103,0.49282296650717705,0.06779661016949153,0.062146892655367235
104,0.49760765550239233,0.06779661016949153,0.05649717514124294
105,0.5023923444976076,0.06779661016949153,0.05084745762711865
106,0.507177033492823,0.06779661016949153,0.05084745762711865
107,0.5119617224880383,0.06779661016949153,0.05084745762711865
108,0.5167464114832536,0.06779661016949153,0.05084745762711865
109,0.5215311004784688,0.06779661016949153,0.05084745762711865
110,0.5263157894736842,0.06779661016949153,0.05084745762711865
111,0.5311004784688995,0.06779661016949153,0.05084745762711865
112,0.5358851674641149,0.06779661016949153,0.05084745762711865
113,0.5406698564593302,0.06779661016949153,0.05084745762711865
114,0.5454545454545454,0.06779661016949153,0.05084745762711865
115,0.5502392344497608,0.06779661016949153,0.05084745762711865
116,0.5550239234449761,0.06779661016949153,0.05084745762711865
117,0.5598086124401914,0.06779661016949153,0.05084745762711865
118,0.5645933014354066,0.06779661016949153,0.05084745762711865
119,0.569377990430622,0.06779661016949153,0.05084745762711865
120,0.5741626794258373,0.06779661016949153,0.05084745762711865
121,0.5789473684210527,0.06779661016949153,0.05084745762711865
122,0.583732057416268,0.06779661016949153,0.05084745762711865
123,0.5885167464114832,0.06779661016949153,0.05084745762711865
124,0.5933014354066986,0.06779661016949153,0.05084745762711865
125,0.5980861244019139,0.06779661016949153,0.05084745762711865
126,0.6028708133971292,0.06779661016949153,0.05084745762711865
127,0.6076555023923444,0.062146892655367235,0.05084745762711865
128,0.6124401913875598,0.05649717514124294,0.05084745762711865
129,0.6172248803827751,0.05649717514124294,0.05084745762711865
130,0.6220095693779905,0.05649717514124294,0.05084745762711865
131,0.6267942583732058,0.05649717514124294,0.05084745762711865
132,0.631578947368421,0.05649717514124294,0.05084745762711865
133,0.6363636363636364,0.05649717514124294,0.05084745762711865
134,0.6411483253588517,0.05084745762711865,0.05084745762711865
135,0.645933014354067,0.05084745762711865,0.04519774011299435
