top10_comunes,porcentaje_solapamiento,nodos_comunes,solo_indice_propuesto,solo_pesos_iguales
8,80.0,AGRPRI-1A-D10 | BAL-AUL2-D1 | CPAR-C10 | DATCC-2A-C3 | HOS-0A-D05 | INTERNET-MPLS | ROUTER-CAMPUS-HUAYNA-CAPAC | ROUTER-CAMPUS-YANUNCAY,PE2-CENTRAL | ROUTER-CAMPUS-CENTRO-HISTORICO,BAL-CENTEC-D2 | CC-ARQUITECTURA-D107
