tau,trigger,campus,capa,fallos_totales,fraccion_afectada,generaciones,supera_20pct
0.04,CPAR-C10,Campus Paraiso,core,1,0.005649717514124294,1,False
0.04,CREDU-0B-A94,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,CTBLOQ1-0A-A101,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,CTBLOQ2-0A-A102,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,CTBLOQ3-0A-A103,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,DAN-1A-A11,Campus Yanuncay,acceso,1,0.005649717514124294,1,False
0.04,DATCC-2A-C2,Campus Central,core,9,0.05084745762711865,3,False
0.04,DATCC-2A-C3,Campus Central,core,13,0.07344632768361582,3,False
0.04,DT-0A-C12,Campus Balzay,core,10,0.05649717514124294,4,False
0.04,DT-0A-C13,Campus Balzay,core,9,0.05084745762711865,3,False
0.04,EA-0A-A114,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,EA-1A-A115,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,EA-1A-A116,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,ECOK1-1A-A101,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,ECOK1-1A-A102,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,ECOK2-1A-A52,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,ECOK3-0A-A63,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,ENF-2B-A122,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ENF-2B-A22,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ENF-3A-A21,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,FILOA-0B-A56,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,FILOA-2A-A55,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,FILOB-1B-A58,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,FILOB-2A-A57,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,FORTIGATE-1800F-BALZAY,Campus Balzay,interconexion,13,0.07344632768361582,2,False
0.04,FORTIGATE-1800F-CENTRAL,Campus Central,interconexion,12,0.06779661016949153,2,False
0.04,HOS-0A-A10,Campus Hospitalidad,acceso,1,0.005649717514124294,1,False
0.04,HOS-0A-A13,Campus Hospitalidad,acceso,1,0.005649717514124294,1,False
0.04,HOS-0A-D05,Campus Hospitalidad,agregacion,1,0.005649717514124294,1,False
0.04,HOS-1A-A12,Campus Hospitalidad,acceso,1,0.005649717514124294,1,False
0.04,HOS-2A-A11,Campus Hospitalidad,acceso,1,0.005649717514124294,1,False
0.04,INTERNET-MPLS,Nube MPLS,wan,12,0.06779661016949153,2,False
0.04,INV-1A-A161,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,INV-1A-A61,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,INV-1B-A162,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,INV-1B-A62,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,JUR-0A-A59,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,JUR-0A-A60,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,JUR-1A-A61,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,JUR-1A-A62,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,LAB-1A-A18,Campus Yanuncay,acceso,1,0.005649717514124294,1,False
0.04,LABMAC-1A-A13,Campus Yanuncay,acceso,1,0.005649717514124294,1,False
0.04,LAC-0A-A17,Campus Yanuncay,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-0F-A16,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-0G-A17,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-1A-A11,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-1B-A12,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-1C-A13,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-1D-A14,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-1E-A15,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MEDADM-1H-A18,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,MICRORED-1A-A109,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,MON-0A-A103,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,MON-0A-A104,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,MON-1B-A67,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,MON-1B-A68,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,MON-1C-A105,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,MON-1C-A106,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,ODO-0B-A152,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ODO-0B-A52,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ODO-0C-A153,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ODO-0C-A154,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ODO-0C-A53,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ODO-0C-A54,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ODO-1A-A151,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,ODO-1A-A51,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,PE1-BALZAY,Campus Balzay,wan,1,0.005649717514124294,1,False
0.04,PE1-CENTRAL,Campus Central,wan,10,0.05649717514124294,3,False
0.04,PE2-BALZAY,Campus Balzay,wan,9,0.05084745762711865,3,False
0.04,PE2-CENTRAL,Campus Central,wan,6,0.03389830508474576,2,False
0.04,POS-0A-A131,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,POS-0A-A31,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,POS-1B-A32,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,POS-2C-A133,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,POS-2C-A33,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,POSLAB-0D-A34,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,POST-1A-A64,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,POST-1A-A65,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,POST-2A-A66,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,PRO-1A-A73,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,PRO-3A-A74,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,PSIC-1A-A53,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,PSIC-2B-A54,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,QUI-0A-A78,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,QUI-1A-A83,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,QUI-2A-A81,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,QUI-2A-A82,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,QUIN-1A-A117,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,QUIN-1A-A128,Campus Balzay,acceso,1,0.005649717514124294,1,False
0.04,ROUTER-CAMPUS-CENTRO-HISTORICO,Sede Centro Historico,wan,12,0.06779661016949153,4,False
0.04,ROUTER-CAMPUS-HUAYNA-CAPAC,Campus Paraiso,wan,1,0.005649717514124294,1,False
0.04,ROUTER-CAMPUS-MUSEO,Sede Museo,wan,12,0.06779661016949153,4,False
0.04,ROUTER-CAMPUS-PARAISO,Campus Paraiso,wan,10,0.05649717514124294,4,False
0.04,ROUTER-CAMPUS-YANUNCAY,Campus Yanuncay,wan,1,0.005649717514124294,1,False
0.04,ROUTER-L2TP-BALZAY,Campus Balzay,wan,13,0.07344632768361582,3,False
0.04,SW-ARUBA-CENTRO-HISTORICO,Sede Centro Historico,acceso,10,0.05649717514124294,4,False
0.04,SW-ARUBA-MUSEO,Sede Museo,acceso,12,0.06779661016949153,4,False
0.04,TALL-0A-A12,Campus Yanuncay,acceso,1,0.005649717514124294,1,False
0.04,TEAT-0A-A75,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,TECMED-0B-A42,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,TECMED-1A-A141,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,TECMED-1A-A41,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,TECMED-2C-A43,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,TECMED-3D-A44,Campus Paraiso,acceso,1,0.005649717514124294,1,False
0.04,TECQUI-0A-A10,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,TECQUI-0A-A11,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,TECQUI-0A-A12,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,VIN-0A-A72,Campus Central,acceso,1,0.005649717514124294,1,False
0.04,VLIR-0A-A107,Campus Balzay,acceso,1,0.005649717514124294,1,False
